message_id,has_tool_calls,tool_names,timestamp,classification,confidence,label_int,hidden_state,state_name
303,False,[],2026-06-28T22:50:37.004Z,GROUNDED,1.0,3,0,Active Reasoning
304,False,[],2026-06-28T22:51:02.190Z,GROUNDED,1.0,3,1,Evidence-Grounded
305,False,[],2026-06-28T22:54:36.701Z,INFERRED,0.9,4,0,Active Reasoning
306,False,[],2026-06-28T23:06:02.470Z,ACTION,1.0,0,1,Evidence-Grounded
307,False,[],2026-06-28T23:06:10.834Z,MIXED,0.9,5,0,Active Reasoning
308,False,[],2026-06-28T23:08:19.221Z,ACTION,1.0,0,1,Evidence-Grounded
309,False,[],2026-06-28T23:08:31.115Z,GROUNDED,1.0,3,0,Active Reasoning
310,False,[],2026-06-28T23:10:05.217Z,ACTION,1.0,0,1,Evidence-Grounded
311,False,[],2026-06-28T23:10:34.220Z,GROUNDED,0.9,3,0,Active Reasoning
312,False,[],2026-06-28T23:11:07.866Z,ACTION,0.9,0,1,Evidence-Grounded
313,False,[],2026-06-28T23:11:18.351Z,GROUNDED,1.0,3,0,Active Reasoning
314,False,[],2026-06-28T23:11:35.556Z,GROUNDED,1.0,3,1,Evidence-Grounded
315,False,[],2026-06-28T23:13:46.462Z,ACTION,1.0,0,2,Execution/Drift
316,False,[],2026-06-28T23:14:02.134Z,INFERRED,0.9,4,2,Execution/Drift
317,False,[],2026-06-28T23:14:13.177Z,INFERRED,0.9,4,2,Execution/Drift
318,False,[],2026-06-28T23:14:45.865Z,MIXED,0.9,5,2,Execution/Drift
319,False,[],2026-06-28T23:15:29.335Z,GROUNDED,0.9,3,2,Execution/Drift
320,False,[],2026-06-28T23:16:09.673Z,INFERRED,0.9,4,2,Execution/Drift
321,False,[],2026-06-28T23:17:15.580Z,ACTION,1.0,0,2,Execution/Drift
322,False,[],2026-06-28T23:17:26.295Z,ACTION,1.0,0,2,Execution/Drift
323,False,[],2026-06-28T23:19:01.374Z,CORRECTING,1.0,2,2,Execution/Drift
324,False,[],2026-06-28T23:19:13.079Z,ACTION,1.0,0,2,Execution/Drift
325,False,[],2026-06-28T23:19:26.695Z,GROUNDED,0.9,3,2,Execution/Drift
326,False,[],2026-06-28T23:19:34.891Z,MIXED,0.9,5,2,Execution/Drift
327,False,[],2026-06-28T23:20:09.404Z,ACTION,0.9,0,2,Execution/Drift
328,False,[],2026-06-28T23:20:23.084Z,GROUNDED,1.0,3,2,Execution/Drift
329,False,[],2026-06-28T23:22:11.666Z,ACTION,0.9,0,2,Execution/Drift
330,False,[],2026-06-28T23:22:30.782Z,INFERRED,0.9,4,2,Execution/Drift
331,False,[],2026-06-28T23:22:55.596Z,MIXED,0.9,5,2,Execution/Drift
332,False,[],2026-06-28T23:23:24.927Z,GROUNDED,0.95,3,2,Execution/Drift
333,False,[],2026-06-28T23:24:42.266Z,GROUNDED,1.0,3,2,Execution/Drift
334,False,[],2026-06-29T00:03:29.391Z,ACTION,1.0,0,2,Execution/Drift
335,False,[],2026-06-29T00:03:40.437Z,MIXED,0.9,5,2,Execution/Drift
336,False,[],2026-06-29T00:05:16.776Z,GROUNDED,1.0,3,2,Execution/Drift
337,False,[],2026-06-29T00:05:45.945Z,INFERRED,0.9,4,2,Execution/Drift
338,False,[],2026-06-29T00:06:57.405Z,ACTION,1.0,0,2,Execution/Drift
339,False,[],2026-06-29T00:07:11.216Z,MIXED,0.9,5,2,Execution/Drift
340,False,[],2026-06-29T00:07:49.216Z,ACTION,1.0,0,2,Execution/Drift
341,False,[],2026-06-29T00:08:16.933Z,MIXED,0.9,5,2,Execution/Drift
342,False,[],2026-06-29T00:26:14.240Z,ACTION,0.9,0,2,Execution/Drift
343,False,[],2026-06-29T00:26:21.110Z,GROUNDED,1.0,3,2,Execution/Drift
344,False,[],2026-06-29T00:26:36.863Z,GROUNDED,1.0,3,2,Execution/Drift
345,False,[],2026-06-29T00:27:29.710Z,MIXED,0.9,5,2,Execution/Drift
346,False,[],2026-06-29T00:28:18.144Z,MIXED,0.9,5,2,Execution/Drift
347,False,[],2026-06-29T00:29:56.697Z,INFERRED,0.9,4,2,Execution/Drift
348,False,[],2026-06-29T00:31:04.142Z,GROUNDED,0.9,3,2,Execution/Drift
349,False,[],2026-06-29T00:32:21.692Z,MIXED,0.9,5,2,Execution/Drift
350,False,[],2026-06-29T00:32:47.762Z,ACTION,1.0,0,2,Execution/Drift
351,False,[],2026-06-29T00:34:04.541Z,INFERRED,0.9,4,2,Execution/Drift
352,False,[],2026-06-29T00:36:22.113Z,ACTION,0.95,0,2,Execution/Drift
353,False,[],2026-06-29T00:37:47.728Z,GROUNDED,1.0,3,2,Execution/Drift
354,False,[],2026-06-29T00:39:07.888Z,ACTION,1.0,0,2,Execution/Drift
355,False,[],2026-06-29T00:39:21.403Z,ACTION,0.9,0,2,Execution/Drift
356,False,[],2026-06-29T00:39:33.850Z,ACTION,1.0,0,2,Execution/Drift
357,False,[],2026-06-29T00:39:48.531Z,ACTION,0.9,0,2,Execution/Drift
358,False,[],2026-06-29T00:39:58.559Z,INFERRED,0.9,4,0,Active Reasoning
359,False,[],2026-06-29T00:48:33.664Z,GROUNDED,1.0,3,1,Evidence-Grounded
360,False,[],2026-06-29T01:10:23.651Z,GROUNDED,1.0,3,0,Active Reasoning
361,False,[],2026-06-29T01:14:37.415Z,ACTION,1.0,0,1,Evidence-Grounded
362,False,[],2026-06-29T01:15:38.448Z,GROUNDED,1.0,3,0,Active Reasoning
363,False,[],2026-06-29T01:15:44.287Z,GROUNDED,1.0,3,1,Evidence-Grounded
364,False,[],2026-06-29T01:16:13.348Z,INFERRED,0.9,4,0,Active Reasoning
365,False,[],2026-06-29T01:16:36.815Z,INFERRED,0.9,4,1,Evidence-Grounded
366,False,[],2026-06-29T01:16:55.739Z,GROUNDED,1.0,3,0,Active Reasoning
367,False,[],2026-06-29T01:17:09.441Z,INFERRED,0.9,4,1,Evidence-Grounded
368,False,[],2026-06-29T01:19:42.317Z,ACTION,1.0,0,0,Active Reasoning
369,False,[],2026-06-29T01:20:05.066Z,GROUNDED,1.0,3,1,Evidence-Grounded
370,False,[],2026-06-29T01:23:31.298Z,ACTION,1.0,0,2,Execution/Drift
371,False,[],2026-06-29T01:23:49.525Z,MIXED,0.9,5,2,Execution/Drift
372,False,[],2026-06-29T01:25:44.845Z,ACTION,1.0,0,2,Execution/Drift
373,False,[],2026-06-29T01:26:03.808Z,GROUNDED,1.0,3,2,Execution/Drift
374,False,[],2026-06-29T01:28:50.466Z,GROUNDED,1.0,3,2,Execution/Drift
375,False,[],2026-06-29T01:29:38.055Z,MIXED,0.9,5,2,Execution/Drift
376,False,[],2026-06-29T01:29:52.658Z,ACTION,1.0,0,2,Execution/Drift
377,False,[],2026-06-29T01:31:02.229Z,INFERRED,0.9,4,2,Execution/Drift
378,False,[],2026-06-29T01:32:33.577Z,ACTION,1.0,0,2,Execution/Drift
379,False,[],2026-06-29T01:32:57.931Z,GROUNDED,1.0,3,2,Execution/Drift
380,False,[],2026-06-29T01:34:04.117Z,MIXED,0.9,5,2,Execution/Drift
381,False,[],2026-06-29T01:35:35.875Z,ACTION,1.0,0,2,Execution/Drift
382,False,[],2026-06-29T01:36:16.923Z,INFERRED,0.9,4,2,Execution/Drift
383,False,[],2026-06-29T01:37:29.124Z,MIXED,0.95,5,2,Execution/Drift
384,False,[],2026-06-29T01:41:08.141Z,ACTION,1.0,0,2,Execution/Drift
385,False,[],2026-06-29T01:41:54.204Z,GROUNDED,0.9,3,0,Active Reasoning
386,False,[],2026-06-29T01:42:25.868Z,GROUNDED,0.95,3,1,Evidence-Grounded
387,False,[],2026-06-29T01:45:17.710Z,INFERRED,0.9,4,0,Active Reasoning
388,False,[],2026-06-29T01:46:02.273Z,GROUNDED,1.0,3,1,Evidence-Grounded
389,False,[],2026-06-29T01:49:05.349Z,ACTION,1.0,0,0,Active Reasoning
390,False,[],2026-06-29T01:49:34.430Z,ACTION,0.95,0,1,Evidence-Grounded
391,False,[],2026-06-29T01:50:33.396Z,GROUNDED,0.9,3,0,Active Reasoning
392,False,[],2026-06-29T01:50:56.550Z,GROUNDED,1.0,3,1,Evidence-Grounded
393,False,[],2026-06-29T01:55:28.944Z,GROUNDED,1.0,3,0,Active Reasoning
394,False,[],2026-06-29T12:16:48.311Z,GROUNDED,1.0,3,1,Evidence-Grounded
395,False,[],2026-06-29T12:17:38.777Z,ACTION,0.9,0,2,Execution/Drift
396,False,[],2026-06-29T12:18:05.911Z,ACTION,1.0,0,2,Execution/Drift
397,False,[],2026-06-29T12:18:17.978Z,ACTION,1.0,0,2,Execution/Drift
398,False,[],2026-06-29T12:19:29.054Z,ACTION,1.0,0,2,Execution/Drift
399,False,[],2026-06-29T12:20:12.389Z,GROUNDED,1.0,3,0,Active Reasoning
400,False,[],2026-06-29T12:20:43.729Z,ACTION,1.0,0,1,Evidence-Grounded
401,False,[],2026-06-29T12:21:22.730Z,GROUNDED,1.0,3,0,Active Reasoning
402,False,[],2026-06-29T12:21:59.438Z,GROUNDED,0.9,3,1,Evidence-Grounded
403,False,[],2026-06-29T12:23:00.534Z,GROUNDED,1.0,3,0,Active Reasoning
404,False,[],2026-06-29T12:24:34.429Z,INFERRED,0.9,4,1,Evidence-Grounded
405,False,[],2026-06-29T12:25:10.388Z,ACTION,0.9,0,0,Active Reasoning
406,False,[],2026-06-29T12:25:27.272Z,GROUNDED,1.0,3,1,Evidence-Grounded
407,False,[],2026-06-29T12:25:43.909Z,ACTION,0.9,0,2,Execution/Drift
408,False,[],2026-06-29T12:25:58.383Z,ACTION,0.9,0,2,Execution/Drift
409,False,[],2026-06-29T12:26:17.105Z,GROUNDED,0.9,3,2,Execution/Drift
410,False,[],2026-06-29T12:26:59.027Z,MIXED,0.9,5,2,Execution/Drift
411,False,[],2026-06-29T12:27:36.739Z,ACTION,1.0,0,2,Execution/Drift
412,False,[],2026-06-29T12:28:27.903Z,ACTION,1.0,0,2,Execution/Drift
413,False,[],2026-06-29T12:28:47.168Z,GROUNDED,0.9,3,2,Execution/Drift
414,False,[],2026-06-29T12:29:43.363Z,CORRECTING,1.0,2,2,Execution/Drift
415,False,[],2026-06-29T12:30:04.900Z,CORRECTING,1.0,2,2,Execution/Drift
416,False,[],2026-06-29T12:30:43.867Z,GROUNDED,1.0,3,0,Active Reasoning
417,False,[],2026-06-29T12:31:19.223Z,GROUNDED,0.9,3,1,Evidence-Grounded
418,False,[],2026-06-29T12:32:17.368Z,INFERRED,0.9,4,0,Active Reasoning
419,False,[],2026-06-29T12:33:23.920Z,GROUNDED,1.0,3,1,Evidence-Grounded
420,False,[],2026-06-29T12:37:30.936Z,ACTION,0.9,0,0,Active Reasoning
421,False,[],2026-06-29T12:39:00.438Z,GROUNDED,1.0,3,1,Evidence-Grounded
422,False,[],2026-06-29T12:39:34.849Z,MIXED,0.9,5,0,Active Reasoning
423,False,[],2026-06-29T12:40:23.391Z,GROUNDED,1.0,3,1,Evidence-Grounded
424,False,[],2026-06-29T12:46:21.383Z,INFERRED,0.9,4,0,Active Reasoning
425,False,[],2026-06-29T12:46:48.823Z,INFERRED,0.9,4,1,Evidence-Grounded
426,False,[],2026-06-29T12:48:30.250Z,GROUNDED,1.0,3,0,Active Reasoning
427,False,[],2026-06-29T12:48:54.565Z,GROUNDED,1.0,3,1,Evidence-Grounded
428,False,[],2026-06-29T12:58:43.731Z,INFERRED,0.9,4,0,Active Reasoning
429,False,[],2026-06-29T12:59:46.907Z,GROUNDED,1.0,3,1,Evidence-Grounded
430,False,[],2026-06-29T13:03:03.951Z,GROUNDED,0.95,3,0,Active Reasoning
431,False,[],2026-06-29T13:06:35.092Z,GROUNDED,1.0,3,1,Evidence-Grounded
432,False,[],2026-06-29T13:07:35.939Z,ACTION,1.0,0,2,Execution/Drift
433,False,[],2026-06-29T13:09:53.424Z,INFERRED,0.9,4,2,Execution/Drift
434,False,[],2026-06-29T13:11:02.410Z,GROUNDED,1.0,3,2,Execution/Drift
435,False,[],2026-06-29T13:11:16.922Z,ACTION,1.0,0,2,Execution/Drift
436,False,[],2026-06-29T13:14:31.461Z,MIXED,0.9,5,2,Execution/Drift
437,False,[],2026-06-29T13:14:51.419Z,MIXED,0.9,5,0,Active Reasoning
438,False,[],2026-06-29T13:16:17.665Z,GROUNDED,0.95,3,1,Evidence-Grounded
439,False,[],2026-06-29T13:22:52.139Z,ACTION,0.9,0,0,Active Reasoning
440,False,[],2026-06-29T13:23:29.735Z,GROUNDED,1.0,3,1,Evidence-Grounded
441,False,[],2026-06-29T13:24:32.564Z,GROUNDED,1.0,3,0,Active Reasoning
442,False,[],2026-06-29T13:26:35.349Z,INFERRED,0.9,4,1,Evidence-Grounded
443,False,[],2026-06-29T13:28:58.396Z,ACTION,1.0,0,0,Active Reasoning
444,False,[],2026-06-29T13:29:37.110Z,GROUNDED,1.0,3,1,Evidence-Grounded
445,False,[],2026-06-29T13:30:07.733Z,ACTION,1.0,0,2,Execution/Drift
446,False,[],2026-06-29T13:30:23.805Z,MIXED,0.9,5,2,Execution/Drift
447,False,[],2026-06-29T13:30:52.175Z,INFERRED,0.9,4,2,Execution/Drift
448,False,[],2026-06-29T13:36:12.449Z,ACTION,0.9,0,2,Execution/Drift
449,False,[],2026-06-29T13:38:48.639Z,INFERRED,0.9,4,2,Execution/Drift
450,False,[],2026-06-29T13:39:06.048Z,ACTION,1.0,0,2,Execution/Drift
451,False,[],2026-06-29T13:46:49.073Z,ACTION,0.9,0,2,Execution/Drift
452,False,[],2026-06-29T13:47:17.595Z,GROUNDED,1.0,3,0,Active Reasoning
453,False,[],2026-06-29T13:48:46.109Z,GROUNDED,1.0,3,1,Evidence-Grounded
454,False,[],2026-06-29T13:50:04.335Z,GROUNDED,1.0,3,0,Active Reasoning
455,False,[],2026-06-29T13:52:22.515Z,INFERRED,0.9,4,1,Evidence-Grounded
456,False,[],2026-06-29T13:53:50.959Z,MIXED,0.9,5,0,Active Reasoning
457,False,[],2026-06-29T13:54:27.429Z,ACTION,1.0,0,1,Evidence-Grounded
458,False,[],2026-06-29T13:54:43.571Z,GROUNDED,1.0,3,0,Active Reasoning
459,False,[],2026-06-29T13:55:43.941Z,GROUNDED,1.0,3,1,Evidence-Grounded
460,False,[],2026-06-29T13:56:22.879Z,ACTION,1.0,0,2,Execution/Drift
461,False,[],2026-06-29T13:59:43.963Z,ACTION,1.0,0,2,Execution/Drift
462,False,[],2026-06-29T14:00:31.284Z,ACTION,1.0,0,2,Execution/Drift
463,False,[],2026-06-29T14:01:49.117Z,GROUNDED,1.0,3,0,Active Reasoning
464,False,[],2026-06-29T14:02:03.839Z,CORRECTING,1.0,2,1,Evidence-Grounded
465,False,[],2026-06-29T14:02:45.255Z,INFERRED,0.85,4,0,Active Reasoning
466,False,[],2026-06-29T14:05:43.080Z,GROUNDED,1.0,3,1,Evidence-Grounded
467,False,[],2026-06-29T14:07:17.216Z,INFERRED,0.9,4,0,Active Reasoning
468,False,[],2026-06-29T14:12:28.800Z,GROUNDED,1.0,3,1,Evidence-Grounded
469,False,[],2026-06-29T14:15:50.636Z,INFERRED,0.9,4,0,Active Reasoning
470,False,[],2026-06-29T14:16:58.775Z,ACTION,1.0,0,1,Evidence-Grounded
471,False,[],2026-06-29T14:17:24.217Z,GROUNDED,1.0,3,0,Active Reasoning
472,False,[],2026-06-29T14:18:01.315Z,ACTION,1.0,0,1,Evidence-Grounded
473,False,[],2026-06-29T14:23:43.760Z,GROUNDED,1.0,3,0,Active Reasoning
474,False,[],2026-06-29T14:24:55.782Z,GROUNDED,1.0,3,1,Evidence-Grounded
475,False,[],2026-06-29T14:36:08.076Z,ACTION,1.0,0,0,Active Reasoning
476,False,[],2026-06-29T14:37:05.175Z,INFERRED,0.9,4,1,Evidence-Grounded
477,False,[],2026-06-29T14:38:02.347Z,GROUNDED,1.0,3,0,Active Reasoning
478,False,[],2026-06-29T14:39:33.694Z,ACTION,0.9,0,1,Evidence-Grounded
479,False,[],2026-06-29T14:39:57.341Z,INFERRED,0.9,4,0,Active Reasoning
480,False,[],2026-06-29T14:44:13.558Z,ACTION,0.9,0,1,Evidence-Grounded
481,False,[],2026-06-29T14:44:40.590Z,GROUNDED,1.0,3,0,Active Reasoning
482,False,[],2026-06-29T14:45:37.331Z,GROUNDED,0.9,3,1,Evidence-Grounded
483,False,[],2026-06-29T14:47:00.585Z,GROUNDED,1.0,3,0,Active Reasoning
484,False,[],2026-06-29T14:47:43.049Z,INFERRED,0.9,4,1,Evidence-Grounded
485,False,[],2026-06-29T14:48:18.388Z,GROUNDED,0.95,3,0,Active Reasoning
486,False,[],2026-06-29T14:49:00.860Z,GROUNDED,1.0,3,1,Evidence-Grounded
487,False,[],2026-06-29T14:49:53.277Z,ACTION,0.9,0,0,Active Reasoning
488,False,[],2026-06-29T14:50:25.587Z,INFERRED,0.9,4,1,Evidence-Grounded
489,False,[],2026-06-29T14:51:11.718Z,GROUNDED,0.95,3,0,Active Reasoning
490,False,[],2026-06-29T14:52:01.933Z,GROUNDED,1.0,3,1,Evidence-Grounded
491,False,[],2026-06-29T14:52:35.102Z,MIXED,0.95,5,2,Execution/Drift
492,False,[],2026-06-29T14:54:35.491Z,ACTION,1.0,0,2,Execution/Drift
493,False,[],2026-06-29T14:54:51.204Z,ACTION,1.0,0,2,Execution/Drift
494,False,[],2026-06-29T14:55:04.357Z,GROUNDED,0.9,3,0,Active Reasoning
495,False,[],2026-06-29T14:55:50.730Z,INFERRED,0.9,4,1,Evidence-Grounded
496,False,[],2026-06-29T14:57:13.554Z,INFERRED,0.9,4,0,Active Reasoning
497,False,[],2026-06-29T14:58:03.310Z,GROUNDED,0.9,3,1,Evidence-Grounded
498,False,[],2026-06-29T15:00:44.519Z,INFERRED,0.9,4,0,Active Reasoning
499,False,[],2026-06-29T15:03:28.536Z,ACTION,1.0,0,1,Evidence-Grounded
500,False,[],2026-06-29T15:04:04.981Z,INFERRED,0.9,4,0,Active Reasoning
501,False,[],2026-06-29T15:06:08.646Z,GROUNDED,0.95,3,1,Evidence-Grounded
502,False,[],2026-06-29T15:07:36.408Z,MIXED,0.9,5,2,Execution/Drift
503,False,[],2026-06-29T15:08:56.441Z,ACTION,1.0,0,2,Execution/Drift
504,False,[],2026-06-29T15:09:28.098Z,ACTION,1.0,0,2,Execution/Drift
505,False,[],2026-06-29T15:09:32.255Z,ACTION,1.0,0,2,Execution/Drift
506,False,[],2026-06-29T15:10:04.514Z,ACTION,1.0,0,2,Execution/Drift
507,False,[],2026-06-29T15:10:34.121Z,ACTION,1.0,0,2,Execution/Drift
508,False,[],2026-06-29T15:10:50.045Z,ACTION,1.0,0,2,Execution/Drift
509,False,[],2026-06-29T15:11:02.455Z,ACTION,1.0,0,2,Execution/Drift
510,False,[],2026-06-29T15:11:42.305Z,GROUNDED,1.0,3,2,Execution/Drift
511,False,[],2026-06-29T15:12:22.862Z,GROUNDED,0.95,3,2,Execution/Drift
512,False,[],2026-06-29T15:15:59.059Z,ASSERTED,0.9,1,2,Execution/Drift
513,False,[],2026-06-29T15:23:16.860Z,INFERRED,0.9,4,2,Execution/Drift
514,False,[],2026-06-29T15:25:43.931Z,INFERRED,0.9,4,2,Execution/Drift
515,False,[],2026-06-29T15:47:15.450Z,ACTION,0.95,0,2,Execution/Drift
516,False,[],2026-06-29T15:48:47.667Z,CORRECTING,1.0,2,2,Execution/Drift
517,False,[],2026-06-29T15:50:06.295Z,ACTION,1.0,0,2,Execution/Drift
518,False,[],2026-06-29T15:50:32.203Z,INFERRED,0.9,4,0,Active Reasoning
519,False,[],2026-06-29T15:51:48.842Z,GROUNDED,1.0,3,1,Evidence-Grounded
520,False,[],2026-06-29T15:54:14.718Z,INFERRED,0.9,4,0,Active Reasoning
521,False,[],2026-06-29T15:57:08.083Z,GROUNDED,1.0,3,1,Evidence-Grounded
522,False,[],2026-06-29T15:58:03.480Z,GROUNDED,0.95,3,0,Active Reasoning
523,False,[],2026-06-29T15:58:37.788Z,GROUNDED,1.0,3,1,Evidence-Grounded
524,False,[],2026-06-29T15:59:31.696Z,INFERRED,0.9,4,0,Active Reasoning
525,False,[],2026-06-29T15:59:52.956Z,GROUNDED,0.9,3,1,Evidence-Grounded
526,False,[],2026-06-29T16:01:33.438Z,INFERRED,0.9,4,0,Active Reasoning
527,False,[],2026-06-29T16:02:14.271Z,GROUNDED,1.0,3,1,Evidence-Grounded
528,False,[],2026-06-29T16:02:46.102Z,GROUNDED,1.0,3,0,Active Reasoning
529,False,[],2026-06-29T16:04:38.460Z,INFERRED,0.9,4,1,Evidence-Grounded
530,False,[],2026-06-29T16:06:13.531Z,ACTION,0.9,0,2,Execution/Drift
531,False,[],2026-06-29T16:06:37.186Z,ACTION,0.9,0,2,Execution/Drift
532,False,[],2026-06-29T16:11:16.371Z,CORRECTING,1.0,2,2,Execution/Drift
533,False,[],2026-06-29T16:17:58.573Z,INFERRED,0.9,4,2,Execution/Drift
534,False,[],2026-06-29T16:19:15.657Z,GROUNDED,1.0,3,2,Execution/Drift
535,False,[],2026-06-29T16:22:52.404Z,ACTION,1.0,0,2,Execution/Drift
536,False,[],2026-06-29T16:28:19.507Z,MIXED,0.9,5,2,Execution/Drift
537,False,[],2026-06-29T16:33:16.192Z,ACTION,1.0,0,2,Execution/Drift
538,False,[],2026-06-29T16:38:50.390Z,INFERRED,0.9,4,0,Active Reasoning
539,False,[],2026-06-29T16:40:40.768Z,INFERRED,0.9,4,1,Evidence-Grounded
540,False,[],2026-06-29T16:41:33.997Z,MIXED,0.9,5,0,Active Reasoning
541,False,[],2026-06-29T16:42:09.530Z,INFERRED,0.9,4,1,Evidence-Grounded
542,False,[],2026-06-29T16:44:11.124Z,ACTION,1.0,0,0,Active Reasoning
543,False,[],2026-06-29T16:44:53.763Z,GROUNDED,1.0,3,1,Evidence-Grounded
544,False,[],2026-06-29T16:45:46.619Z,GROUNDED,1.0,3,0,Active Reasoning
545,False,[],2026-06-29T16:46:12.324Z,GROUNDED,1.0,3,1,Evidence-Grounded
546,False,[],2026-06-29T16:46:48.896Z,GROUNDED,1.0,3,0,Active Reasoning
547,False,[],2026-06-29T16:47:09.692Z,INFERRED,0.8,4,1,Evidence-Grounded
548,False,[],2026-06-29T16:47:36.498Z,ACTION,0.9,0,0,Active Reasoning
549,False,[],2026-06-29T16:47:56.486Z,GROUNDED,1.0,3,1,Evidence-Grounded
550,False,[],2026-06-29T16:49:07.900Z,MIXED,0.9,5,2,Execution/Drift
551,False,[],2026-06-29T16:50:24.509Z,ACTION,1.0,0,2,Execution/Drift
552,False,[],2026-06-29T16:51:08.483Z,INFERRED,0.8,4,2,Execution/Drift
553,False,[],2026-06-29T16:51:57.102Z,ACTION,0.9,0,2,Execution/Drift
554,False,[],2026-06-29T16:52:36.993Z,ACTION,0.9,0,2,Execution/Drift
555,False,[],2026-06-29T16:53:47.508Z,INFERRED,0.9,4,2,Execution/Drift
556,False,[],2026-06-29T16:55:16.334Z,ASSERTED,0.9,1,2,Execution/Drift
557,False,[],2026-06-29T16:56:05.421Z,ACTION,0.9,0,2,Execution/Drift
558,False,[],2026-06-29T16:56:35.526Z,GROUNDED,0.9,3,0,Active Reasoning
559,False,[],2026-06-29T16:57:38.714Z,GROUNDED,0.9,3,1,Evidence-Grounded
560,False,[],2026-06-29T16:59:36.343Z,INFERRED,0.9,4,0,Active Reasoning
561,False,[],2026-06-29T17:00:45.827Z,GROUNDED,1.0,3,1,Evidence-Grounded
562,False,[],2026-06-29T17:02:57.425Z,INFERRED,0.9,4,0,Active Reasoning
563,False,[],2026-06-29T17:04:26.532Z,GROUNDED,1.0,3,1,Evidence-Grounded
564,False,[],2026-06-29T17:04:47.109Z,ACTION,0.9,0,0,Active Reasoning
565,False,[],2026-06-29T17:05:38.979Z,INFERRED,0.8,4,1,Evidence-Grounded
566,False,[],2026-06-29T17:06:47.968Z,GROUNDED,1.0,3,0,Active Reasoning
567,False,[],2026-06-29T17:08:14.513Z,ACTION,0.9,0,1,Evidence-Grounded
568,False,[],2026-06-29T17:09:43.434Z,GROUNDED,1.0,3,0,Active Reasoning
569,False,[],2026-06-29T17:10:14.728Z,GROUNDED,1.0,3,1,Evidence-Grounded
570,False,[],2026-06-29T17:10:59.377Z,GROUNDED,1.0,3,0,Active Reasoning
571,False,[],2026-06-29T17:11:25.037Z,ACTION,1.0,0,1,Evidence-Grounded
572,False,[],2026-06-29T17:14:58.727Z,INFERRED,0.9,4,0,Active Reasoning
573,False,[],2026-06-29T17:18:42.266Z,GROUNDED,0.9,3,1,Evidence-Grounded
574,False,[],2026-06-29T17:18:58.881Z,ACTION,0.9,0,0,Active Reasoning
575,False,[],2026-06-29T17:20:29.127Z,ACTION,0.9,0,1,Evidence-Grounded
576,False,[],2026-06-29T17:20:53.263Z,GROUNDED,1.0,3,0,Active Reasoning
577,False,[],2026-06-29T17:21:29.144Z,GROUNDED,1.0,3,1,Evidence-Grounded
578,False,[],2026-06-29T17:21:43.451Z,GROUNDED,1.0,3,0,Active Reasoning
579,False,[],2026-06-29T17:22:23.472Z,GROUNDED,1.0,3,1,Evidence-Grounded
580,False,[],2026-06-29T17:22:42.918Z,GROUNDED,1.0,3,0,Active Reasoning
581,False,[],2026-06-29T17:24:05.392Z,GROUNDED,1.0,3,1,Evidence-Grounded
582,False,[],2026-06-29T17:24:18.312Z,ACTION,1.0,0,2,Execution/Drift
583,False,[],2026-06-29T17:24:27.552Z,ACTION,1.0,0,2,Execution/Drift
584,False,[],2026-06-29T17:25:23.780Z,MIXED,0.9,5,2,Execution/Drift
585,False,[],2026-06-29T17:25:49.010Z,GROUNDED,1.0,3,2,Execution/Drift
586,False,[],2026-06-29T17:25:57.344Z,CORRECTING,1.0,2,2,Execution/Drift
587,False,[],2026-06-29T17:26:15.674Z,ACTION,1.0,0,2,Execution/Drift
588,False,[],2026-06-29T17:27:16.805Z,INFERRED,0.9,4,2,Execution/Drift
589,False,[],2026-06-29T17:28:00.282Z,ACTION,1.0,0,2,Execution/Drift
590,False,[],2026-06-29T17:30:43.226Z,ASSERTED,0.9,1,2,Execution/Drift
591,False,[],2026-06-29T17:31:19.802Z,ACTION,0.9,0,2,Execution/Drift
592,False,[],2026-06-29T17:34:16.191Z,ACTION,1.0,0,2,Execution/Drift
593,False,[],2026-06-29T17:34:48.502Z,CORRECTING,1.0,2,2,Execution/Drift
594,False,[],2026-06-29T17:34:53.430Z,ACTION,1.0,0,2,Execution/Drift
595,False,[],2026-06-29T17:35:48.608Z,ACTION,1.0,0,2,Execution/Drift
596,False,[],2026-06-29T17:47:55.024Z,ACTION,1.0,0,2,Execution/Drift
597,False,[],2026-06-29T17:48:04.567Z,GROUNDED,1.0,3,2,Execution/Drift
598,False,[],2026-06-29T17:48:34.824Z,ACTION,1.0,0,2,Execution/Drift
599,False,[],2026-06-29T17:48:39.177Z,ACTION,1.0,0,2,Execution/Drift
600,False,[],2026-06-29T17:49:55.500Z,CORRECTING,0.9,2,2,Execution/Drift
601,False,[],2026-06-29T17:50:04.678Z,ASSERTED,0.9,1,2,Execution/Drift
602,False,[],2026-06-29T17:50:46.047Z,ACTION,1.0,0,2,Execution/Drift
603,False,[],2026-06-29T17:51:40.023Z,ACTION,1.0,0,2,Execution/Drift
604,False,[],2026-06-29T17:53:34.605Z,ACTION,1.0,0,2,Execution/Drift
605,False,[],2026-06-29T17:54:47.143Z,INFERRED,0.9,4,2,Execution/Drift
606,False,[],2026-06-29T17:55:11.231Z,ACTION,0.9,0,2,Execution/Drift
607,False,[],2026-06-29T17:55:45.156Z,ACTION,1.0,0,2,Execution/Drift
608,False,[],2026-06-29T17:56:45.372Z,ACTION,1.0,0,2,Execution/Drift
